Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,APF_Non_APF__c,Address__c,Asset_Description__c,Asset_Type__c,Loan_Id_Ext__c,Loan_Number__c,Market_Value__c,Property_City__c,Property_Type__c,Property_Value__c
"a04Ff0000008lm2IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm2","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00133","a00Ff000003QOtCIAW","","","House",""
"a04Ff0000008lm3IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm3","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00578","a00Ff000003QPKTIA4","","","House",""
"a04Ff0000008lm4IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm4","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00676","a00Ff000003QWFXIA4","","","House",""
"a04Ff0000008lm5IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm5","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","NO.26,DODDANEKUNDI INDUSTRIAL AREA,GRAPHITE INDIA,MAHADEVAPURA,BANGALORE,KARNATAKA,560048, MAHADEVAPURA, Karnataka, 560048,","","Property","HOU/DEL/0223/00136","a00Ff000003QOtFIAW","","JAYANAGAR","House",""
"a04Ff0000008lm6IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm6","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Plot no. D-88,SAKET, DELHI, India, 110017,","Residential","Property","HOU/DEL/0223/00168","a00Ff000003QOtlIAG","99846200.00","Delhi","House","99846200.00"
"a04Ff0000008lm7IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm7","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00587","a00Ff000003QPKcIAO","","","House",""
"a04Ff0000008lm8IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm8","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00600","a00Ff000003QPKpIAO","","","House",""
"a04Ff0000008lm9IAA","005Ff000001F2fFIAS","false","a04Ff0000008lm9","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00137","a00Ff000003QOtGIAW","","","House",""
"a04Ff0000008lmAIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmA","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00138","a00Ff000003QOtHIAW","","","House",""
"a04Ff0000008lmBIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmB","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00141","a00Ff000003QOtKIAW","","","House",""
"a04Ff0000008lmCIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmC","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00153","a00Ff000003QOtWIAW","","","House",""
"a04Ff0000008lmDIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmD","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00174","a00Ff000003QOtrIAG","","","House",""
"a04Ff0000008lmEIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmE","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00149","a00Ff000003QOtSIAW","","","House",""
"a04Ff0000008lmFIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmF","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO 5/612 FIRST FLOOR SECTOR 5,VAISHALI,GHAZIABAD,UTTAR PRADESH,201010, VAISHALI, Uttar Pradesh, 201010,","","Property","HOU/DEL/0223/00160","a00Ff000003QOtdIAG","","JANAKPURI","House",""
"a04Ff0000008lmGIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmG","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00171","a00Ff000003QOtoIAG","","","House",""
"a04Ff0000008lmHIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmH","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00178","a00Ff000003QOtvIAG","","","House",""
"a04Ff0000008lmIIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmI","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO.ICP-B-B01-37,IREO CITY,SECTOR-60,GURGAON,HARYANA,122001, SECTOR-60, HARYANA, 122001,","","Property","HOU/DEL/0223/00177","a00Ff000003QOtuIAG","","GURGAON","House",""
"a04Ff0000008lmJIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmJ","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00172","a00Ff000003QOtpIAG","","","House",""
"a04Ff0000008lmKIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmK","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","APARTMENT NO-302,THIRD FLOOR,CATRIONA,AMBIENCE,NH-8,GURGAON,","","Property","HOU/DEL/0223/00169","a00Ff000003QOtmIAG","","GURGAON","House",""
"a04Ff0000008lmLIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmL","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00175","a00Ff000003QOtsIAG","","","House",""
"a04Ff0000008lmMIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmM","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00581","a00Ff000003QPKWIA4","","","House",""
"a04Ff0000008lmNIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmN","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00170","a00Ff000003QOtnIAG","","","House",""
"a04Ff0000008lmOIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmO","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00180","a00Ff000003QOtxIAG","","","House",""
"a04Ff0000008lmPIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmP","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","FLAT NO-18, 3RD FLOOR, DLF MANGOLIAS, GOLF COURSE GURGAON, GURGAON, HARYANA, India,","Residential","Property","HOU/DEL/0223/00697","a00Ff000003QWFsIAO","128150000.00","Gurgaon","House","128150000.00"
"a04Ff0000008lmQIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmQ","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00154","a00Ff000003QOtXIAW","","","House",""
"a04Ff0000008lmRIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmR","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00161","a00Ff000003QOteIAG","","","House",""
"a04Ff0000008lmSIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","C-117,SECOTR-39,NOIDA,UTTAR PRADESH,201301, SECOTR-39, Uttar Pradesh, 201301,","","Property","HOU/DEL/0223/00052","a00Ff000003QSOoIAO","","JANAKPURI","House",""
"a04Ff0000008lmTIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmT","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00156","a00Ff000003QOtZIAW","","","House",""
"a04Ff0000008lmUIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmU","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00147","a00Ff000003QOtQIAW","","","House",""
"a04Ff0000008lmVIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmV","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00155","a00Ff000003QOtYIAW","","","House",""
"a04Ff0000008lmWIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmW","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00145","a00Ff000003QOtOIAW","","","House",""
"a04Ff0000008lmXIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmX","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","A 53 FIRST & SECOND FLOOR NARANG COLONY JANAKPURI NEW DELHI,","","Property","HOU/DEL/0223/00046","a00Ff000003QSGfIAO","","JANAKPURI","House",""
"a04Ff0000008lmYIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmY","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00142","a00Ff000003QOtLIAW","","","House",""
"a04Ff0000008lmZIAQ","005Ff000001F2fFIAS","false","a04Ff0000008lmZ","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00695","a00Ff000003QWFqIAO","","","House",""
"a04Ff0000008lmaIAA","005Ff000001F2fFIAS","false","a04Ff0000008lma","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00148","a00Ff000003QOtRIAW","","","House",""
"a04Ff0000008lmbIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmb","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00151","a00Ff000003QOtUIAW","","","House",""
"a04Ff0000008lmcIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmc","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00157","a00Ff000003QOtaIAG","","","House",""
"a04Ff0000008lmdIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmd","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","FLAT NO 6701,67TH FLOOR,WEST WING, WORLD ONE, VILLAGE PAREL DIVISION,,SENAPATI BAPAT MARG,MUMBAI,MAHARASHTRA,400013, SENAPATI BAPAT MARG, MAHARASHTRA, 400013,","","Property","HOU/DEL/0223/00051","a00Ff000003QSOnIAO","","JANAKPURI","House",""
"a04Ff0000008lmeIAA","005Ff000001F2fFIAS","false","a04Ff0000008lme","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00163","a00Ff000003QOtgIAG","","","House",""
"a04Ff0000008lmfIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmf","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO. A-14, FIRST FLOOR,,KAILASH COLONY,NEW DELHI,DELHI,110060, KAILASH COLONY, DELHI, 110060,","","Property","HOU/DEL/0223/00602","a00Ff000003QPKrIAO","","JANAKPURI","House",""
"a04Ff0000008lmgIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmg","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00158","a00Ff000003QOtbIAG","","","House",""
"a04Ff0000008lmhIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmh","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00143","a00Ff000003QOtMIAW","","","House",""
"a04Ff0000008lmiIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmi","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00150","a00Ff000003QOtTIAW","","","House",""
"a04Ff0000008lmjIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmj","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO A 61,ROSEWOOD CITY,GURGAON,HARYANA,122002, ROSEWOOD CITY, HARYANA, 122002,","","Property","HOU/DEL/0223/00162","a00Ff000003QOtfIAG","","JANAKPURI","House",""
"a04Ff0000008lmkIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmk","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00159","a00Ff000003QOtcIAG","","","House",""
"a04Ff0000008lmlIAA","005Ff000001F2fFIAS","false","a04Ff0000008lml","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","FLAT NO 1803 , THIRD FLOOR, DLF MANGOLIAS, GOLF LINKS , DLF PHASE -5, HARYANA, India, 122002,","Residential","Property","HOU/DEL/0223/00696","a00Ff000003QWFrIAO","128150000.00","Gurgaon","House","128150000.00"
"a04Ff0000008lmmIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmm","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO.E-1A/21,DLF GARDEN CITY SEC-91&92,GURGOAN,","","Property","HOU/DEL/0223/00152","a00Ff000003QOtVIAW","","JANAKPURI","House",""
"a04Ff0000008lmnIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmn","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00146","a00Ff000003QOtPIAW","","","House",""
"a04Ff0000008lmoIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmo","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Plot no 6, Pocket-2, Main Road, Jasola, JASOLA, DELHI, India, 110025,","Residential","Property","HOU/DEL/0223/00164","a00Ff000003QOthIAG","97217300.00","Delhi","Land","97217300.00"
"a04Ff0000008lmpIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmp","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF",", , , ,,","","Property","HOU/DEL/0223/00144","a00Ff000003QOtNIAW","","","House",""
"a04Ff0000008lmqIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmq","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PLOT NO. 475-N, S.NO. 91/1 91/3 91/5 91/6 106/2 , SINGAPORE GREEN VIEW PREMIUM, VILLAGE VIJJU KHEDI KSHIPRA, Madhya Pradesh, India,","Residential","Property","HOU/DEL/0223/00184","a00Ff000003QOu1IAG","652700.00","Indore","Land","652700.00"
"a04Ff0000008lmrIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmr","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","H NO. B 34/147-KA-1 AREA 1020 SQFT SARAINANDAN VARANASI,","","Property","HOU/DEL/0223/00181","a00Ff000003QOtyIAG","","VARANASI","Land",""
"a04Ff0000008lmsIAA","005Ff000001F2fFIAS","false","a04Ff0000008lms","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","S 21/114 D-1, 6 NEEL COTTAGE MALDAHIYA VARANASI,","","Property","HOU/DEL/0223/00055","a00Ff000003QSOrIAO","","VARANASI","Land",""
"a04Ff0000008lmtIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmt","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","579, LIG LHB , SURYANAGAR PHASE 2, PHASE 2, Karnataka, India,","Residential","Property","HOU/DEL/0223/00185","a00Ff000003QOu2IAG","6200000.00","Bangalore","Land","6200000.00"
"a04Ff0000008lmuIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmu","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Khata No.2240, Khasra No.1013/5 min, Mauza Arcedia Grant, Pargana Pachwa Doon, Dehradun, Uttarakhand, India,","Residential","Property","HOU/DEL/0223/00603","a00Ff000003QPKsIAO","909000.00","Dehradun","Land","909000.00"
"a04Ff0000008lmvIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmv","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","APF","Building B, Sixth, 604, Sharang,Sr. No. 435/6 & 7, At - Village Charholi, ,Pune, MAHARASHTRA-412105, India","Residential","Property","HOU/DEL/0223/00056","a00Ff000003QSOsIAO","2175500.00","Pune","Apartment","1900000.00"
"a04Ff0000008lmwIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmw","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Flat No. 303,, 3rd Floor,, Building No. 5, Gaurav Ratan Chsl, Phase 4,, Behind G. C. C. Club, Mira Bhayendar Road, , Mira Road ? E, MAHARASHTRA, India,","Residential","Property","HOU/DEL/0223/00057","a00Ff000003QSOtIAO","4858000.00","Thane","Apartment","4858000.00"
"a04Ff0000008lmxIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmx","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","PROP NO 34-A, NEW No. 95/24, BANKRALWALA, DEHRADUN, Uttarakhand, India,","Residential","Property","HOU/DEL/0223/00187","a00Ff000003QOu4IAG","","Dehradun","House",""
"a04Ff0000008lmyIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmy","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","H.NO B-50, INDUS REGENCY, NEAR ST GEORGE SCHOOL, KAROND, Bhopal, Madhya Pradesh, India,","Residential","Property","HOU/DEL/0223/00202","a00Ff000003QOuJIAW","3300000.00","Bhopal","House","3300000.00"
"a04Ff0000008lmzIAA","005Ff000001F2fFIAS","false","a04Ff0000008lmz","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","FLAT NO 2002  AND 2003   20TH FLOOR, VEENA SKY HEIGHTS, OFF 90 FEET ROAD, BORIVALI WEST, MAHARASHTRA, India,","Residential","Property","HOU/DEL/0223/00003","a00Ff0000035JJdIAM","47328000.00","Mumbai","Apartment","47328000.00"
"a04Ff0000008ln0IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln0","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Plot no. 112/309,, Agrawal Farm,, Mansarovar, Jaipur,, Rajasthan, India,","Residential","Property","HOU/DEL/0223/00195","a00Ff000003QOuCIAW","2964220.00","Jaipur","House","1500000.00"
"a04Ff0000008ln1IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln1","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Shop No-01, Block -A-33A, Sector -23, Gautam Buddha Nagar, Uttar Pradesh, India,","Residential","Property","HOU/DEL/0223/00200","a00Ff000003QOuHIAW","3506373.00","Noida","Office","3506373.00"
"a04Ff0000008ln2IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln2","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","401 4TH FLOOR, G WING BLDG NO 39, RAHEJA VISTAS, OFF CHANDIVALI FARM ROAD, POWAI ANDHERI EAST, MAHARASHTRA, India,","Residential","Property","HOU/DEL/0223/00009","a00Ff0000036vUvIAI","36840000.00","Mumbai","Apartment","36840000.00"
"a04Ff0000008ln3IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln3","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Part Of First Floor,, Plot No:77 Narshing Vihar', Gram- Jetpura, Sanganer, Rajasthan, India,","Residential","Property","HOU/DEL/0223/00199","a00Ff000003QOuGIAW","3750000.00","Jaipur","Apartment","535000.00"
"a04Ff0000008ln4IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln4","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","NAPF","Arazi no MI 273, New no 678 ka, Avleshpur, Uttar Pradesh, India,","Residential","Property","HOU/DEL/0223/00058","a00Ff000003QSOuIAO","2156680.00","Varanasi","House","2156680.00"
"a04Ff0000008ln5IAA","005Ff000001F2fFIAS","false","a04Ff0000008ln5","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","005Ff000001F2fFIAS","2023-05-18T12:03:21.000Z","","","APF","Single Block, 2nd, S13, Shivaganga Vallabha,Sy.no.48 Re-Sy.no.48/1 new Sy.no.48/11A-1, Doddakallasandra Village,Uttarahalli Hobli, Bangalore, ,Bangalore, Karnataka-585291, India","Residential","Property","HOU/DEL/0223/00206","a00Ff000003QOuNIAW","4508310.00","Bangalore","Apartment","4508310.00"
